Genome	D1_P102_M Read Count	D1_P102_M Covered Fraction	D1_P102_M Length	D1_P107_M Read Count	D1_P107_M Covered Fraction	D1_P107_M Length	D1_P167_M Read Count	D1_P167_M Covered Fraction	D1_P167_M Length	D1_P225_M Read Count	D1_P225_M Covered Fraction	D1_P225_M Length	D1_P295_M Read Count	D1_P295_M Covered Fraction	D1_P295_M Length	D1_P304_M Read Count	D1_P304_M Covered Fraction	D1_P304_M Length	D1_P46_M Read Count	D1_P46_M Covered Fraction	D1_P46_M Length	D1_P47_M Read Count	D1_P47_M Covered Fraction	D1_P47_M Length	D3_P186_M Read Count	D3_P186_M Covered Fraction	D3_P186_M Length	D3_P190_M Read Count	D3_P190_M Covered Fraction	D3_P190_M Length	D3_P191_M Read Count	D3_P191_M Covered Fraction	D3_P191_M Length	D3_P265_M Read Count	D3_P265_M Covered Fraction	D3_P265_M Length	D3_P266_M Read Count	D3_P266_M Covered Fraction	D3_P266_M Length	D3_P41_M Read Count	D3_P41_M Covered Fraction	D3_P41_M Length	D3_P75_M Read Count	D3_P75_M Covered Fraction	D3_P75_M Length	D3_P9_M Read Count	D3_P9_M Covered Fraction	D3_P9_M Length	G1_P178_M Read Count	G1_P178_M Covered Fraction	G1_P178_M Length	G1_P196_M Read Count	G1_P196_M Covered Fraction	G1_P196_M Length	G1_P276_M Read Count	G1_P276_M Covered Fraction	G1_P276_M Length	G1_P291_M Read Count	G1_P291_M Covered Fraction	G1_P291_M Length	G1_P294_M Read Count	G1_P294_M Covered Fraction	G1_P294_M Length	G1_P43_M Read Count	G1_P43_M Covered Fraction	G1_P43_M Length	G1_P74_M Read Count	G1_P74_M Covered Fraction	G1_P74_M Length	G1_P82_M Read Count	G1_P82_M Covered Fraction	G1_P82_M Length	G3_P143_M Read Count	G3_P143_M Covered Fraction	G3_P143_M Length	G3_P149_M Read Count	G3_P149_M Covered Fraction	G3_P149_M Length	G3_P14_M Read Count	G3_P14_M Covered Fraction	G3_P14_M Length	G3_P179_M Read Count	G3_P179_M Covered Fraction	G3_P179_M Length	G3_P212_M Read Count	G3_P212_M Covered Fraction	G3_P212_M Length	G3_P261_M Read Count	G3_P261_M Covered Fraction	G3_P261_M Length	G3_P301_M Read Count	G3_P301_M Covered Fraction	G3_P301_M Length	G3_P84_M Read Count	G3_P84_M Covered Fraction	G3_P84_M Length
all_samples_bin.69	6953	0.20921306	2194385	1246	0.038755734	2194385	1000	0.04330826	2194385	1499	0.037826087	2194385	10597	0.17203544	2194385	8829	0.17588891	2194385	2793	0.06085851	2194385	1324	0.039263394	2194385	737	0.021436986	2194385	311	0.01159915	2194385	177	0.0060513536	2194385	167	0.005383285	2194385	617	0.016130716	2194385	4993	0.105706155	2194385	1908	0.053850625	2194385	818	0.023089841	2194385	1152	0.033780765	2194385	6502	0.18103705	2194385	3133	0.081474766	2194385	78345	0.91596687	2194385	33920	0.7075094	2194385	1830	0.033667292	2194385	207	0.006318399	2194385	7753	0.21988074	2194385	2897	0.047337636	2194385	20688	0.44319844	2194385	13422	0.024479296	2194385	4719	0.032145683	2194385	9909	0.24022357	2194385	153555	0.98961896	2194385	44881	0.76785475	2194385	4171	0.09342025	2194385
all_samples_bin.6	425	0.016439142	2181805	719	0.03383758	2181805	170	0.0050407806	2181805	68	0.0032633531	2181805	754	0.037793938	2181805	53	0.0021766382	2181805	15	0.0005605451	2181805	2825	0.068561584	2181805	79	0.003304145	2181805	9219	0.1153192	2181805	14040	0.13320118	2181805	20	0.0010101728	2181805	23	0.0006522123	2181805	352646	0.9855574	2181805	40	0.0018402195	2181805	3581	0.120949395	2181805	680	0.02395127	2181805	5911	0.09532337	2181805	1699	0.063419506	2181805	792	0.0385754	2181805	3361	0.07672729	2181805	10	0.0005183781	2181805	3932	0.13186422	2181805	1862	0.06825724	2181805	40	0.0021977215	2181805	999	0.034637377	2181805	47	0.0022110133	2181805	352	0.013789958	2181805	1330	0.043262344	2181805	316	0.014126377	2181805	19	0.001052798	2181805	1213	0.049028672	2181805
all_samples_bin.70	1648	0.03623259	1601100	3169	0.12438136	1601100	517	0.01986884	1601100	5136	0.2174324	1601100	43678	0.8246768	1601100	17150	0.5603092	1601100	55043	0.86565924	1601100	76694	0.9426519	1601100	39368	0.79521763	1601100	5859	0.29339266	1601100	5728	0.24443883	1601100	5825	0.28257385	1601100	1158	0.06846356	1601100	1519	0.074999064	1601100	10179	0.42269254	1601100	26656	0.70768535	1601100	180934	0.98135847	1601100	117723	0.89984137	1601100	1547	0.06878771	1601100	313351	0.93962777	1601100	8891	0.38180065	1601100	2620	0.1184673	1601100	61099	0.83289117	1601100	22633	0.63746613	1601100	86928	0.9050465	1601100	1442	0.04286428	1601100	2063	0.09311911	1601100	48564	0.8504653	1601100	80995	0.9520998	1601100	1393	0.05402973	1601100	933	0.030893136	1601100	15822	0.52536505	1601100
all_samples_bin.71	1619	0.019872867	1184580	23802	0.08291969	1184580	694	0.047225177	1184580	485541	0.98558897	1184580	1757	0.050131693	1184580	115945	0.9595207	1184580	55409	0.9157735	1184580	4569	0.044463016	1184580	38565	0.8844755	1184580	4180	0.11361664	1184580	1560	0.032952607	1184580	1480	0.034854546	1184580	101288	0.95805264	1184580	46378	0.8965397	1184580	32681	0.8051748	1184580	140894	0.95012665	1184580	17024	0.63627446	1184580	6872	0.39084485	1184580	1779	0.10836921	1184580	4628	0.2594928	1184580	2102	0.05922352	1184580	28090	0.8172829	1184580	201947	0.9230039	1184580	3025	0.14098753	1184580	1386	0.08130139	1184580	2961	0.12682807	1184580	3911	0.06749397	1184580	111836	0.91759527	1184580	1081	0.046185147	1184580	1371	0.042805888	1184580	767	0.037132993	1184580	50946	0.8738253	1184580
all_samples_bin.72	4565	0.18117002	1855721	3797	0.14800717	1855721	1453	0.07810172	1855721	2064	0.0832124	1855721	8834	0.3758604	1855721	74300	0.94667304	1855721	14455	0.42577574	1855721	3799	0.13122016	1855721	617	0.025222542	1855721	1216	0.06282087	1855721	446	0.024350105	1855721	482	0.02315057	1855721	2292	0.10076461	1855721	2788	0.09639272	1855721	1997	0.07446701	1855721	1326	0.056977317	1855721	5166	0.1580453	1855721	13154	0.41576508	1855721	9743	0.3182666	1855721	145781	0.9915515	1855721	24382	0.6359248	1855721	4456	0.16638762	1855721	267	0.011083563	1855721	113332	0.9753373	1855721	4451	0.16299486	1855721	75417	0.95319664	1855721	756	0.028087735	1855721	114668	0.9691468	1855721	7465	0.27038655	1855721	143002	0.9909857	1855721	31113	0.7875101	1855721	2593	0.095097266	1855721
all_samples_bin.73	486187	0.95810425	1657136	32177	0.7883608	1657136	35595	0.8481066	1657136	7005	0.296552	1657136	19717	0.20165032	1657136	28511	0.69141155	1657136	24860	0.704463	1657136	362623	0.95528674	1657136	15299	0.49729836	1657136	963261	0.94184726	1657136	83602	0.9218338	1657136	49807	0.89345294	1657136	35145	0.84844214	1657136	388977	0.96342367	1657136	164054	0.95189714	1657136	817044	0.9595362	1657136	1280943	0.9647826	1657136	626861	0.96061033	1657136	76429	0.929844	1657136	70963	0.9300945	1657136	649441	0.9846162	1657136	28854	0.6281603	1657136	15653	0.5566682	1657136	209694	0.94847316	1657136	14559	0.4849258	1657136	197676	0.95577854	1657136	12993	0.24629602	1657136	36369	0.21544038	1657136	175248	0.96578074	1657136	79985	0.9366787	1657136	13338	0.1863094	1657136	10089	0.25786537	1657136
all_samples_bin.74	78	0.00073269574	2220567	2638	0.03109341	2220567	456	0.021980872	2220567	48	0.0014036956	2220567	1515	0.06589443	2220567	201	0.0016315653	2220567	72	0.0029231273	2220567	175	0.0036522204	2220567	18465	0.5047049	2220567	8580	0.30068356	2220567	46	0.0024223542	2220567	114	0.0016207573	2220567	50	0.002667787	2220567	295237	0.9975403	2220567	15583	0.45976275	2220567	13656	0.41158363	2220567	261	0.011152557	2220567	57	0.00056652195	2220567	504	0.022814894	2220567	710	0.03465106	2220567	42	0.0020909074	2220567	72	0.003438311	2220567	1095	0.034486238	2220567	25	0.0010808051	2220567	54	0.0022764455	2220567	17	0.0007097286	2220567	19995	0.55678976	2220567	10	0.0006070522	2220567	39	0.0018080968	2220567	82	0.0037449894	2220567	46	0.002648873	2220567	477	0.018996049	2220567
all_samples_bin.75	4892	0.08637836	1568379	438	0.01385762	1568379	869	0.024172092	1568379	4208	0.23444398	1568379	8390	0.22097975	1568379	3904	0.04402571	1568379	479	0.011528463	1568379	1991	0.017742522	1568379	1643	0.015132822	1568379	507	0.018171629	1568379	1392	0.02461076	1568379	546	0.012551175	1568379	336	0.011353123	1568379	5591	0.044575322	1568379	957	0.02035286	1568379	4196	0.042438082	1568379	5779	0.023836713	1568379	6504	0.0327593	1568379	17194	0.24018748	1568379	5850	0.044949595	1568379	24429	0.2545233	1568379	28902	0.06150044	1568379	492	0.010104063	1568379	18221	0.064657845	1568379	4527	0.22478367	1568379	1486975	0.9969905	1568379	11565	0.050113525	1568379	18454	0.19931471	1568379	1846	0.035585787	1568379	6035	0.05216915	1568379	3008	0.038706206	1568379	1437	0.01273863	1568379
all_samples_bin.76	1736	0.006358956	3209489	12315	0.09745259	3209489	7141	0.21233194	3209489	1222	0.020992126	3209489	429	0.011174988	3209489	1042	0.018625706	3209489	3576	0.099736124	3209489	10321	0.010889895	3209489	3587	0.077928916	3209489	114494	0.92002213	3209489	100275	0.9123798	3209489	1316	0.02304479	3209489	1147	0.028694287	3209489	28636	0.5141413	3209489	4482	0.008376411	3209489	328832	0.99310637	3209489	1182	0.013977303	3209489	156	0.004211574	3209489	95	0.002234312	3209489	305	0.009111107	3209489	590	0.0020972185	3209489	3457	0.10377851	3209489	1487	0.020910494	3209489	1503	0.045937844	3209489	431	0.010689552	3209489	1537	0.03871021	3209489	2497	0.073840104	3209489	544	0.015288103	3209489	250	0.0024094179	3209489	748	0.024605162	3209489	1600	0.04855695	3209489	1097	0.028207917	3209489
all_samples_bin.77	805	0.095244296	691506	6033	0.4953247	691506	675	0.09423201	691506	56413	0.98712957	691506	95439	0.9961779	691506	46652	0.97591054	691506	25112	0.902977	691506	1700	0.16685033	691506	3319	0.30929738	691506	8708	0.65958357	691506	8105	0.5646545	691506	753	0.09880319	691506	7622	0.5908322	691506	686	0.06771597	691506	549	0.06236533	691506	8110	0.5809523	691506	51778	0.96487087	691506	284386	0.9779785	691506	7966	0.5553979	691506	3953	0.35245827	691506	23144	0.90439564	691506	87732	0.9717211	691506	2647	0.22917372	691506	8914	0.5880325	691506	3552	0.28120798	691506	1539	0.10646328	691506	39121	0.9758614	691506	1001	0.050457984	691506	9887	0.6155999	691506	2583	0.2670519	691506	2013	0.23122431	691506	1237	0.108564496	691506
all_samples_bin.78	53654	0.9471722	1378934	3056	0.18195504	1378934	1709	0.10861361	1378934	27011	0.81842643	1378934	9759	0.42897558	1378934	14052	0.5677618	1378934	5290	0.2787987	1378934	36026	0.8783517	1378934	9618	0.41199288	1378934	3988	0.099942416	1378934	32745	0.8334257	1378934	1926	0.12490808	1378934	960	0.06105296	1378934	99496	0.981593	1378934	3742	0.19454956	1378934	42619	0.90935534	1378934	1566	0.049592655	1378934	20814	0.67492354	1378934	8782	0.32146716	1378934	5742	0.23810421	1378934	80839	0.97710407	1378934	55045	0.9541073	1378934	747	0.058208734	1378934	60298	0.9459952	1378934	20654	0.72061247	1378934	9909	0.29270798	1378934	80105	0.98820245	1378934	23387	0.72192144	1378934	8238	0.41633466	1378934	15966	0.63782966	1378934	7583	0.3276306	1378934	1428	0.069017805	1378934
all_samples_bin.79	19278	0.49368408	2176560	81	0.0028214247	2176560	446	0.015492796	2176560	803	0.031960066	2176560	2466	0.08679844	2176560	62138	0.602486	2176560	1025	0.04661714	2176560	1180	0.013632521	2176560	17098	0.41327187	2176560	692	0.023643272	2176560	11289	0.35407615	2176560	792	0.036372073	2176560	166	0.0073588598	2176560	18813	0.46589112	2176560	1232	0.025603246	2176560	382130	0.9656205	2176560	560	0.01116992	2176560	1140	0.012748557	2176560	1973	0.03614281	2176560	986	0.017687544	2176560	2683	0.03956289	2176560	3058	0.051094387	2176560	191	0.009024332	2176560	3949	0.08171794	2176560	856	0.033666886	2176560	209248	0.96429044	2176560	30967	0.7126328	2176560	3284	0.07435816	2176560	363	0.012898794	2176560	2192	0.050975394	2176560	354	0.007914323	2176560	905	0.026017202	2176560
all_samples_bin.7	169	0.0024692374	3280770	429	0.008099928	3280770	186	0.0047293776	3280770	391	0.007901499	3280770	951	0.00032583813	3280770	572	0.00078243826	3280770	367	0.00029383347	3280770	474	0.0060528475	3280770	362	0.0011835636	3280770	457	0.007609494	3280770	397	0.0010619458	3280770	509	0.003585134	3280770	290	0.00043587328	3280770	277	0.0006196716	3280770	144	0.00066447817	3280770	533	0.0066978177	3280770	128627	0.9682946	3280770	68366	0.8723184	3280770	309	0.003251066	3280770	977	0.00057334104	3280770	408	0.008684851	3280770	484	0.0014725202	3280770	400	0.0072656726	3280770	541	0.0004130128	3280770	482	0.00055962475	3280770	528	0.0012006328	3280770	1355	0.009788251	3280770	1365	0.00064923783	3280770	237	0.00046269625	3280770	1047	0.0047787563	3280770	1098	0.005914465	3280770	608	0.0006291206	3280770
all_samples_bin.80	2279	0.08536409	2615327	2439650	0.98626137	2615327	3356	0.14202087	2615327	4213	0.1582242	2615327	5000	0.19329399	2615327	1191197	0.981587	2615327	2051	0.0884333	2615327	1598	0.052674484	2615327	6490	0.16979559	2615327	3397	0.12780467	2615327	9	0.0004106561	2615327	2544	0.076934546	2615327	3289	0.12735769	2615327	5314	0.16350995	2615327	1264	0.0054884152	2615327	729	0.011468929	2615327	9671	0.30595678	2615327	403445	0.90537435	2615327	10	0.00028027088	2615327	4437	0.17802362	2615327	33	0.0013917953	2615327	10	0.000500511	2615327	838	0.002146959	2615327	2478	0.10244111	2615327	698	0.025562769	2615327	13	0.00040912666	2615327	30	0.0012583513	2615327	12	0.00040606776	2615327	2256	0.09724864	2615327	739	0.035228863	2615327	879	0.042756796	2615327	216	0.0014556497	2615327
all_samples_bin.81	227	0.003098298	2905466	4121	0.010633406	2905466	12	0.0004642973	2905466	85	0.0015646372	2905466	201	0.0017091923	2905466	529	0.0059646196	2905466	321	0.008749371	2905466	32910	0.6260156	2905466	167768	0.9856336	2905466	222	0.003513722	2905466	164	0.001587353	2905466	274	0.0037580892	2905466	338	0.012396978	2905466	6211	0.14566201	2905466	1849	0.019039975	2905466	538	0.012342598	2905466	22	0.00074204965	2905466	315	0.0031702316	2905466	5914	0.0021593783	2905466	119	0.0013274979	2905466	2324	0.0004168006	2905466	28	0.00033316514	2905466	209	0.00076442125	2905466	25	0.0003909872	2905466	76	0.00034417887	2905466	607	0.001575995	2905466	65	0.0013274979	2905466	136	0.0015649813	2905466	30	0.0009075997	2905466	586	0.01694427	2905466	116	0.0007761234	2905466	20608	0.0014727414	2905466
all_samples_bin.82	333	0.0037076233	4840837	450	0.0025795125	4840837	315128	0.99220735	4840837	178	0.0024592855	4840837	272	0.0060241646	4840837	368	0.009829292	4840837	56	0.0007686687	4840837	1945	0.01222082	4840837	367	0.004992938	4840837	3494	0.033645216	4840837	215	0.0034551877	4840837	10154	0.15708998	4840837	387	0.01009908	4840837	218	0.003030261	4840837	2682	0.02042436	4840837	6854	0.056562945	4840837	57	0.0010353582	4840837	1156	0.015509095	4840837	3313	0.011083207	4840837	20	0.00038898233	4840837	1233	0.004979304	4840837	96	0.00196371	4840837	5008	0.01748933	4840837	374	0.009846231	4840837	1962	0.0019697007	4840837	292	0.004246373	4840837	555	0.010661999	4840837	43	0.00087030407	4840837	68	0.0012074359	4840837	382	0.01048517	4840837	767	0.017223261	4840837	1381	0.010249468	4840837
all_samples_bin.83	186719	0.3019338	1437888	10133	0.36262769	1437888	43549	0.8282759	1437888	339859	0.9458011	1437888	39554	0.87365216	1437888	21696	0.66219693	1437888	21366	0.5949219	1437888	54811	0.3570897	1437888	35798	0.84128875	1437888	1699746	0.9510289	1437888	22683	0.7074598	1437888	17522	0.67511237	1437888	11348	0.525534	1437888	299947	0.93611115	1437888	28130	0.7794091	1437888	201536	0.95145243	1437888	7309	0.3729004	1437888	11690	0.18668701	1437888	71733	0.92390436	1437888	31970	0.8165031	1437888	208253	0.42824268	1437888	33416	0.7503978	1437888	12422	0.47101372	1437888	79305	0.912327	1437888	5668	0.21574143	1437888	128234	0.9568228	1437888	4665	0.14604267	1437888	30907	0.43372014	1437888	64489	0.3782061	1437888	6652	0.18968724	1437888	69372	0.92788935	1437888	57559	0.54329824	1437888
all_samples_bin.84	29695	0.7157558	1969539	2501	0.09786351	1969539	5569	0.24651048	1969539	5968	0.20464636	1969539	1470	0.06866988	1969539	13175	0.35606557	1969539	10029	0.37289792	1969539	172285	0.98381346	1969539	6344	0.11024661	1969539	104128	0.9715152	1969539	21052	0.6008274	1969539	1153	0.05599432	1969539	2565	0.12508257	1969539	42756	0.8260441	1969539	12316	0.3983323	1969539	27087	0.6969961	1969539	42200	0.839795	1969539	46427	0.8684296	1969539	19567	0.56326634	1969539	4413	0.19412056	1969539	77384	0.9447734	1969539	13274	0.45157167	1969539	2702	0.10197767	1969539	21020	0.5873928	1969539	4968	0.109509386	1969539	18310	0.5593583	1969539	495	0.024025926	1969539	23793	0.6435958	1969539	8025	0.28680366	1969539	8430	0.344933	1969539	2660	0.120276876	1969539	2966	0.053817164	1969539
all_samples_bin.85	771956	0.9862743	1825630	218173	0.97795665	1825630	97326	0.9649573	1825630	107672	0.9653632	1825630	170025	0.979016	1825630	534831	0.9858504	1825630	123621	0.9715868	1825630	3847191	0.98902625	1825630	4122332	0.99483687	1825630	138430	0.97606254	1825630	1750194	0.9843254	1825630	647938	0.9827353	1825630	73139	0.95324135	1825630	3137653	0.98779106	1825630	1371895	0.98805237	1825630	2707419	0.99101573	1825630	5881906	0.98968244	1825630	3148340	0.9897893	1825630	1049732	0.98712885	1825630	624794	0.98770726	1825630	1519790	0.98871404	1825630	381250	0.98359746	1825630	83120	0.94508964	1825630	1477815	0.9891396	1825630	269123	0.9708627	1825630	967660	0.982147	1825630	87044	0.7198841	1825630	1989596	0.97900945	1825630	122685	0.9650997	1825630	445401	0.9841633	1825630	283870	0.98064286	1825630	165930	0.9695371	1825630
all_samples_bin.86	3466	0.04150443	2930699	664	0.0085843	2930699	2883	0.08304401	2930699	3167	0.0787505	2930699	6179	0.018028464	2930699	819431	0.9979742	2930699	3583	0.06587951	2930699	3346	0.012320952	2930699	8217	0.14286932	2930699	1218	0.014929885	2930699	1542	0.012773062	2930699	467	0.006400521	2930699	1637	0.05105096	2930699	9806	0.04317161	2930699	2148	0.02235576	2930699	11630	0.054781813	2930699	3164	0.011104518	2930699	3171	0.01625619	2930699	7237	0.017863998	2930699	8396	0.021643983	2930699	20343	0.022758052	2930699	21803	0.024439903	2930699	340	0.0057337857	2930699	15535	0.08319312	2930699	1291	0.01281469	2930699	23893	0.049090337	2930699	8092	0.026783712	2930699	34639	0.054415688	2930699	2306	0.06796365	2930699	12947	0.023733929	2930699	2455	0.014246089	2930699	2367	0.017176107	2930699
all_samples_bin.87	4649	0.22367407	1670976	651	0.034806006	1670976	2137	0.12644407	1670976	527	0.010411879	1670976	597	0.026942937	1670976	4979	0.21045664	1670976	186	0.006790642	1670976	997	0.04699768	1670976	269	0.0045512323	1670976	7793	0.3527196	1670976	1699	0.07490054	1670976	172	0.007404056	1670976	417	0.024525188	1670976	430	0.008200596	1670976	371	0.014112112	1670976	1266	0.033085454	1670976	18345	0.616095	1670976	10044	0.4196248	1670976	477	0.00732506	1670976	21178	0.6945432	1670976	42511	0.8886836	1670976	2355	0.07726921	1670976	121	0.007867857	1670976	1334	0.0077876644	1670976	248	0.0060509546	1670976	24134	0.73310566	1670976	360	0.013216228	1670976	1042	0.01356333	1670976	1993	0.105285175	1670976	5481	0.26375663	1670976	275	0.007368747	1670976	247	0.0017594508	1670976
all_samples_bin.88	483	0.005216384	1885214	18012	0.46102405	1885214	3154	0.014739972	1885214	1597	0.0606398	1885214	119101	0.9777341	1885214	93094	0.95255125	1885214	4111	0.13635747	1885214	3150	0.021582695	1885214	3911	0.0058454904	1885214	2396	0.0020687308	1885214	399	0.008504605	1885214	2132	0.09323079	1885214	2117	0.06295466	1885214	1873	0.01502588	1885214	1221	0.037853	1885214	349	0.003489259	1885214	1620	0.05470307	1885214	1501	0.011115449	1885214	3120	0.013069604	1885214	4841	0.18366775	1885214	2821	0.03834578	1885214	17944	0.49332756	1885214	3002	0.0029863983	1885214	1065	0.03655341	1885214	63710	0.8365607	1885214	875	0.01850347	1885214	1946	0.07979996	1885214	511	0.015008376	1885214	7887	0.019413712	1885214	447	0.0059011867	1885214	352	0.006187096	1885214	18383	0.019167585	1885214
all_samples_bin.89	2871	0.020517424	4338264	38219	0.5248595	4338264	7401	0.15361099	4338264	14218	0.04422714	4338264	3240898	0.9914759	4338264	12324	0.04349666	4338264	11816	0.14780843	4338264	48771	0.032377698	4338264	2478	0.031202804	4338264	7315	0.09103826	4338264	20681	0.2272236	4338264	761	0.01734242	4338264	1565	0.020708052	4338264	17694	0.26633626	4338264	6299	0.07828869	4338264	43596	0.5176649	4338264	74660	0.024977963	4338264	13006	0.0761618	4338264	8848	0.14475076	4338264	31074	0.45475402	4338264	86276	0.76392794	4338264	12903	0.13789295	4338264	946	0.014317017	4338264	136192	0.82910264	4338264	19232	0.22348271	4338264	149562	0.87066627	4338264	30598	0.32885644	4338264	35178	0.2725279	4338264	11620	0.04241812	4338264	415169	0.88773733	4338264	11053	0.09582589	4338264	2947	0.041674733	4338264
all_samples_bin.8	16411	0.62137675	1411432	11991	0.5179293	1411432	17468	0.68951035	1411432	88817	0.971541	1411432	443579	0.99342936	1411432	167064	0.98659235	1411432	20270	0.6341354	1411432	5243	0.24878846	1411432	5827	0.29025415	1411432	15673	0.6402129	1411432	104682	0.9720511	1411432	3762	0.2508679	1411432	6275	0.32784647	1411432	12526	0.45628342	1411432	4312	0.2377139	1411432	8632	0.42468572	1411432	27697	0.598512	1411432	82964	0.9731514	1411432	137178	0.9686092	1411432	171395	0.99170065	1411432	133124	0.9766811	1411432	657708	0.992633	1411432	3373	0.22965966	1411432	792137	0.99312115	1411432	165119	0.9591812	1411432	521647	0.98006207	1411432	503003	0.9604664	1411432	575936	0.9940174	1411432	23062	0.73408	1411432	214725	0.99162906	1411432	49997	0.80099005	1411432	3982	0.2130843	1411432
all_samples_bin.90	905	0.046788163	1483559	2719	0.1363532	1483559	23	0.0016419974	1483559	6520	0.33416063	1483559	38	0.0032024342	1483559	2255	0.12100833	1483559	388	0.02375369	1483559	2936	0.11754706	1483559	210	0.015927915	1483559	256	0.015201957	1483559	1453	0.011957731	1483559	175	0.0125091085	1483559	328	0.025204256	1483559	1046	0.049561225	1483559	81231	0.9872381	1483559	2087	0.026276002	1483559	4581	0.13216057	1483559	37	0.002597807	1483559	55	0.003321068	1483559	38	0.0023355996	1483559	5795	0.21347314	1483559	248	0.017722921	1483559	612	0.008042822	1483559	270	0.014955253	1483559	231	0.0121215265	1483559	49	0.0041198228	1483559	31	0.0022082033	1483559	1407	0.08070053	1483559	813	0.041538626	1483559	126	0.0073620263	1483559	217	0.016331673	1483559	148	0.0042141904	1483559
all_samples_bin.91	14743	0.44246617	1879929	9733	0.1767987	1879929	1935	0.092240185	1879929	3568	0.13209487	1879929	19970	0.608831	1879929	87303	0.9484661	1879929	17994	0.4722923	1879929	22598	0.5452424	1879929	1733	0.052621666	1879929	1410	0.05003753	1879929	763	0.014300008	1879929	1980	0.07292031	1879929	6344	0.24467573	1879929	110420	0.93417305	1879929	29792	0.5929128	1879929	4032	0.10877432	1879929	15867	0.39699426	1879929	66001	0.9150787	1879929	5800	0.17249587	1879929	138328	0.9880022	1879929	119287	0.98295575	1879929	10338	0.30855635	1879929	1049	0.030506471	1879929	1953	0.012962191	1879929	628	0.011505222	1879929	1996	0.017756522	1879929	1460	0.030696372	1879929	2379	0.011394579	1879929	531	0.015780915	1879929	123528	0.9694089	1879929	1328	0.031824075	1879929	901	0.007847105	1879929
all_samples_bin.92	147398	0.9672778	1100875	79176	0.95736027	1100875	2925	0.21723811	1100875	4757	0.32247895	1100875	4058	0.27902988	1100875	76397	0.83158576	1100875	2684	0.20991574	1100875	568671	0.98159647	1100875	1699	0.1402021	1100875	52649	0.945745	1100875	895899	0.9757348	1100875	1973	0.177705	1100875	1763	0.1648307	1100875	85370	0.90646803	1100875	3452	0.22843829	1100875	211622	0.9676912	1100875	1691413	0.9775206	1100875	15130	0.70596206	1100875	2742	0.12054866	1100875	6163	0.21097036	1100875	1445800	0.98172724	1100875	8210	0.38135755	1100875	424150	0.9628877	1100875	10923	0.49517247	1100875	5253	0.3400468	1100875	5978	0.28899285	1100875	12437	0.5757511	1100875	10210	0.5309095	1100875	151349	0.9657836	1100875	25446	0.82983536	1100875	2927	0.057165436	1100875	109727	0.9542364	1100875
