Assembly Accession	Assembly Name	Organism Name	Organism Infraspecific Names Breed	Organism Infraspecific Names Strain	Organism Infraspecific Names Cultivar	Organism Infraspecific Names Ecotype	Organism Infraspecific Names Isolate	Organism Infraspecific Names Sex	Annotation Name	Assembly Stats Total Sequence Length	Assembly Level	Assembly Release Date	WGS project accession
GCA_001901625.1	ASM190162v1	Venturia effusa					3Des10b			40550085	Scaffold	2016-12-12	MJAE01
GCA_009667335.1	ASM966733v1	Saccharomyces cerevisiae x Saccharomyces eubayanus		yHCT80						22144346	Scaffold	2019-11-18	VZYP01
GCA_025585095.1	ASM2558509v1	Penicillium verrucosum		IFST Pver2						30334630	Scaffold	2022-10-05	JANFQR01
GCA_020457885.1	ASM2045788v1	Colletotrichum simmondsii		42936						49176323	Contig	2021-10-13	JADAXM01
GCA_009666085.1	ASM966608v1	Saccharomyces cerevisiae x Saccharomyces eubayanus		yHAB37						23290160	Scaffold	2019-11-18	VZVU01
GCA_009665755.1	ASM966575v1	Saccharomyces cerevisiae x Saccharomyces eubayanus		yHCT135						22421774	Scaffold	2019-11-18	VZVH01
GCA_000798695.1	exoXen1.0	Exophiala xenobiotica		CBS 102455						32274853	Contig	2014-12-08	JTCI01
GCA_011445115.1	ASM1144511v1	Colletotrichum siamense		COLG-90						55892736	Scaffold	2020-03-19	WEZN01
GCA_006232225.1	ASM623222v1	Venturia nashicola		Yasato 2-1-1						45303054	Scaffold	2019-06-11	VCHV01
GCA_014705345.1	ASM1470534v1	Colletotrichum siamense		KY8						57566763	Scaffold	2020-09-22	JABGMP01
GCA_009666355.1	ASM966635v1	Saccharomyces cerevisiae x Saccharomyces eubayanus		yHCT132						22192940	Scaffold	2019-11-18	VZWI01
GCA_014705055.1	ASM1470505v1	Colletotrichum siamense		KY748						57077230	Scaffold	2020-09-22	JABGMA01
GCA_030567335.1	ASM3056733v1	Hanseniaspora opuntiae		NRRL Y-27512T						8896164	Scaffold	2023-07-31	JAJLSA01
GCA_014705405.1	ASM1470540v1	Colletotrichum siamense		KY254						58481968	Scaffold	2020-09-22	JABGMS01
GCA_001855235.1	ASM185523v1	Colletotrichum incanum		MAFF238712					Annotation submitted by RIKEN Yokohama Institute	53254579	Scaffold	2016-10-27	JTLR01
GCA_003264845.1	ASM326484v1	Cryphonectria radicalis					M2270			43331257	Scaffold	2018-06-25	NAQN01
GCA_900092665.1	ERS1230299	Neoscytalidium dimidiatum								42687746	Scaffold	2017-09-02	FLVB01
GCA_001008065.1	ASM100806v1	Epichloe bromicola		AL0434						38775191	Scaffold	2015-05-15	LBNI01
GCA_003062385.1	ASM306238v1	Morchella septimelata		MG91						49961258	Scaffold	2018-04-23	PYSJ01
GCA_009666095.1	ASM966609v1	Saccharomyces cerevisiae x Saccharomyces eubayanus		yHQL617						22265529	Scaffold	2019-11-18	VZVT01
GCA_014705385.1	ASM1470538v1	Colletotrichum siamense		KY540						58415579	Scaffold	2020-09-22	JABGMR01
GCA_001191545.1	ASM119154v1	Stemphylium lycopersici		CIDEFI 216					Annotation submitted by CIDEFI	35173254	Scaffold	2015-08-03	LGLR01
GCA_003264835.1	ASM326483v1	Cryphonectria radicalis					M2268			43135852	Scaffold	2018-06-25	NAQO01
GCA_014849275.1	ASM1484927v1	Cryphonectria radicalis					M2268			40769399	Scaffold	2020-10-05	JACWQV01
GCA_000970515.2	PV808_April18ReSeqReAss	Penicillium verrucosum		BFE808						30246699	Contig	2018-07-03	LAKW02
GCA_014705435.1	ASM1470543v1	Colletotrichum siamense		KY146						58125311	Scaffold	2020-09-22	JABGMU01
GCA_022609205.1	ASM2260920v1	Neofusicoccum laricinum		MAFF 410183						38802059	Scaffold	2022-03-17	JAGKQB01
GCA_013363125.1	ASM1336312v1	Fusarium falciforme		NRRL 43529						48199831	Scaffold	2020-06-19	JABEEK01
GCA_001278495.1	ASM127849v1	Escovopsis weberi							Annotation submitted by Emory University	27200907	Scaffold	2015-09-02	LGSR01
GCA_023629215.1	ASM2362921v1	Pichia terricola		M2015						13467156	Scaffold	2022-06-01	JAMAJD01
GCA_002319005.1	ASM231900v1	Epichloe bromicola					E7626			29882280	Scaffold	2017-09-20	NRIC01
GCA_037041655.1	ASM3704165v1	Pichia terricola		PG8608						12282486	Scaffold	2024-03-06	JAXQIW01
GCA_003013035.1	ASM301303v1	Ophiognomonia clavigignenti-juglandacearum		ATCC 36624						49472280	Contig	2018-03-21	MUZL01
GCA_020466075.1	ASM2046607v1	Colletotrichum coccodes					CcND04			50243842	Contig	2021-10-13	JAIMZG01
GCA_001008055.1	ASM100805v1	Epichloe bromicola		AL0426/2						32918153	Scaffold	2015-05-15	LBNH01
GCA_003313775.1	ASM331377v1	Morchella septimelata		MG91						49624804	Scaffold	2018-07-11	QLOX01
GCA_028565785.1	ASM2856578v1	Hypoxylon rubiginosum					2JTRUBHBRT			39183513	Scaffold	2023-02-09	JAOWAX01
GCA_023629335.1	ASM2362933v1	Pichia kluyveri		B7036						11508849	Scaffold	2022-06-01	JAMAIZ01
GCA_029590635.1	Boeremia_exigua_reassambly_v1	Boeremia exigua		CU02					Annotation submitted by TU Dresden - IHI Zittau	29577880	Contig	2023-04-05	JAPHNI01
GCA_023629235.1	ASM2362923v1	Pichia terricola		P2008						11010029	Scaffold	2022-06-01	JAMAJC01
GCA_003025305.1	ASM302530v1	Cordyceps tenuipes		KACC 47485						30626354	Scaffold	2018-03-30	LUFF01
GCA_023629655.1	ASM2362965v1	Pichia occidentalis		PH4030B						11740442	Scaffold	2022-06-01	JAMAIJ01
GCA_023629295.1	ASM2362929v1	Pichia terricola		P1002						14039565	Scaffold	2022-06-01	JAMAJB01
GCA_001247705.1	ASM124770v1	Ciborinia camelliae		ICMP 19812						40732201	Scaffold	2015-08-05	LGKQ01
GCA_004335055.1	Bfabae_DLY-16-612	Botrytis fabae					DLY-16-612			44749664	Contig	2019-03-08	RSAG01
GCA_004335035.1	Bfabae_SCD-16-611	Botrytis fabae					SCD-16-611			43546985	Contig	2019-03-08	RSAF01
GCA_009665895.1	ASM966589v1	Saccharomyces cerevisiae x Saccharomyces eubayanus		yHCT134						21857720	Scaffold	2019-11-18	VZVL01
GCA_023629275.1	ASM2362927v1	Pichia terricola		M2019						13529213	Scaffold	2022-06-01	JAMAJA01
GCA_034774685.1	ASM3477468v1	Scedosporium aurantiacum		MUT 6114						44094410	Scaffold	2023-12-28	SJVH01
GCA_003314575.1	ASM331457v1	Morchella septimelata		MG113						51655249	Scaffold	2018-07-11	QMFJ01
GCA_001605845.1	ASM160584v1	Sarocladium oryzae					Saro-13			32778109	Contig	2016-04-01	LOPT01
GCA_011428115.1	ASM1142811v1	Colletotrichum siamense		COLG-44						55623133	Scaffold	2020-03-18	WEZL01
GCA_011428095.1	ASM1142809v1	Colletotrichum siamense		COLG-50						54084473	Scaffold	2020-03-18	WEZM01
GCA_027627345.1	Xylaria_arbuscula_reassembly_enz	Xylaria arbuscula		VT107					Annotation submitted by TU Dresden - IHI Zittau	42060811	Contig	2023-01-10	JANPWZ01
GCA_001752565.1	Ccoch_v1	Chaetomium cochliodes		CCM F-232						34745808	Scaffold	2016-10-05	LSBY01
GCA_027595895.1	Xylaria_curta_enz	Xylaria curta		Babe10					Annotation submitted by TU Dresden - IHI Zittau	44238927	Scaffold	2023-01-09	JAPDGR01
GCA_001883805.1	Blas_perc_EI222_V1	Blastomyces percursus		EI222					Annotation submitted by Broad Institute	32310953	Scaffold	2016-11-18	LGTZ01
GCA_003206225.1	ASM320622v1	Blastomyces percursus		MRL_BPX888						32665339	Scaffold	2018-06-11	QGQN01
GCA_018296045.1	ASM1829604v1	Blastomyces percursus		IHEM 26955						32681461	Scaffold	2021-05-06	JAFEJE01
GCA_018296055.1	ASM1829605v1	Blastomyces percursus		IHEM 26951						32683948	Scaffold	2021-05-06	JAFEJF01
GCA_018296075.1	ASM1829607v1	Blastomyces percursus		IHEM 26957						32697349	Scaffold	2021-05-06	JAFEJC01
GCA_023629695.1	ASM2362969v1	Pichia occidentalis		F2013-T						11717290	Scaffold	2022-06-01	JAMAII01
GCA_003206875.1	ASM320687v1	Blastomyces percursus		MRL_BPM124						32656003	Scaffold	2018-06-11	QGQQ01
GCA_003417775.1	ASM341777v1	Blastomyces percursus		MRL_BPNCPF4091						32482159	Scaffold	2018-08-22	QKWI01
GCA_003206885.1	ASM320688v1	Blastomyces percursus		MRL_BPZV						32841640	Scaffold	2018-06-11	QGQR01
GCA_003206275.1	ASM320627v1	Blastomyces percursus		MRL_BPCN13						32530426	Scaffold	2018-06-11	QGQO01
GCA_003206765.1	ASM320676v1	Blastomyces percursus		MRL_BP13						32104841	Scaffold	2018-06-11	QGQM01
GCA_003206295.1	ASM320629v1	Blastomyces percursus		MRL_BPOM						32356853	Scaffold	2018-06-11	QGQS01
GCA_003206785.1	ASM320678v1	Blastomyces percursus		MRL_BP1777						32826417	Scaffold	2018-06-11	QGQP01
GCA_031126125.1	ASM3112612v1	Saccharomycopsis malanga		CBS 6531						16811652	Scaffold	2023-09-05	JASVEE01
GCA_016880855.1	ASM1688085v1	Phymatotrichopsis omnivora		NFPo20						108765467	Scaffold	2021-02-12	JABYPY01
GCA_012184305.1	ASM1218430v1	Drechslerella brochopaga		YMF1.01829					Annotation submitted by Laboratory for Conservation and Utilization of Bio-Resources and Key Laboratory for Microbial Diversity in Southwest China, Ministry of Education	35431589	Scaffold	2020-04-08	LDUB01
GCA_016880785.1	ASM1688078v1	Phymatotrichopsis omnivora		NFPo18						107101522	Scaffold	2021-02-12	JABYPX01
GCA_016880835.1	ASM1688083v1	Phymatotrichopsis omnivora		NFPo30						107761392	Scaffold	2021-02-12	JABYPZ01
GCA_037040945.1	ASM3704094v1	Pichia kluyveri		DX115-08						14336128	Scaffold	2024-03-06	JAXQHP01
GCA_003206805.1	ASM320680v1	Blastomyces percursus		MRL_BPSD						34249425	Scaffold	2018-06-11	QGQT01
GCA_006984725.1	ASM698472v1	Phyllosticta capitalensis		LGMF01						32986380	Scaffold	2019-07-15	QXPW01
GCA_035930205.1	ASM3593020v1	Exophiala xenobiotica		CCFEE 5819					Annotation submitted by Shed LighT in the daRk lineagES of the Fungal tree of life (STRES)	35485069	Scaffold	2024-01-22	JAXLPH01
GCA_003611195.1	ASM361119v1	Golovinomyces cichoracearum					UMSG3		Annotation submitted by University of Maryland	56923012	Scaffold	2018-10-03	MCBQ01
GCA_003611215.1	ASM361121v1	Golovinomyces cichoracearum					UCSC1		Annotation submitted by University of Maryland	59101769	Scaffold	2018-10-03	MCBR01
GCA_003123635.1	ASM312363v1	Metschnikowia aff. pulcherrima		UCD127						17120409	Scaffold	2018-05-14	QBLL01
GCA_949130105.1	ZPA_7842	Zygosaccharomyces parabailii								13720973	Contig	2023-04-08	CASBVP01
GCA_949129225.1	ZPA_7825	Zygosaccharomyces parabailii								13720444	Contig	2023-04-08	CASBTA01
GCA_949129115.1	ZPA_7812	Zygosaccharomyces parabailii								13720292	Contig	2023-04-08	CASBTK01
GCA_949129135.1	ZPA_7796	Zygosaccharomyces parabailii								13720429	Contig	2023-04-08	CASBSZ01
GCA_949129145.1	ZPA_7826	Zygosaccharomyces parabailii								13720187	Contig	2023-04-08	CASBTQ01
GCA_949129165.1	ZPA_7810	Zygosaccharomyces parabailii								13720974	Contig	2023-04-08	CASBTL01
GCA_949129205.1	ZPA_7819	Zygosaccharomyces parabailii								13720506	Contig	2023-04-08	CASBTC01
GCA_949129215.1	ZPA_7824	Zygosaccharomyces parabailii								13720675	Contig	2023-04-08	CASBTY01
GCA_949129255.1	ZPA_7817	Zygosaccharomyces parabailii								13720384	Contig	2023-04-08	CASBTF01
GCA_949129275.1	ZPA_7816	Zygosaccharomyces parabailii								13720619	Contig	2023-04-08	CASBTG01
GCA_949129285.1	ZPA_7808	Zygosaccharomyces parabailii								13720402	Contig	2023-04-08	CASBSY01
GCA_949129295.1	ZPA_7814	Zygosaccharomyces parabailii								13720761	Contig	2023-04-08	CASBTJ01
GCA_949129315.1	ZPA_7815	Zygosaccharomyces parabailii								13720388	Contig	2023-04-08	CASBTI01
GCA_949129325.1	ZPA_7774	Zygosaccharomyces parabailii								13720675	Contig	2023-04-08	CASBSP01
GCA_949129355.1	ZPA_7781	Zygosaccharomyces parabailii								13720707	Contig	2023-04-08	CASBSJ01
GCA_949129385.1	ZPA_7780	Zygosaccharomyces parabailii								13721022	Contig	2023-04-08	CASBSI01
GCA_949129395.1	ZPA_7750	Zygosaccharomyces parabailii								13720548	Contig	2023-04-08	CASBSQ01
GCA_949129415.1	ZPA_7445	Zygosaccharomyces parabailii								13720934	Contig	2023-04-08	CASBSR01
GCA_949129425.1	ZPA_4847	Zygosaccharomyces parabailii								13720319	Contig	2023-04-08	CASBSO01
GCA_949129445.1	ZPA_7479	Zygosaccharomyces parabailii								13720600	Contig	2023-04-08	CASBSV01
GCA_949129455.1	ZPA_7406	Zygosaccharomyces parabailii								13720607	Contig	2023-04-08	CASBST01
GCA_949129485.1	ZPA_3959	Zygosaccharomyces parabailii								13720497	Contig	2023-04-08	CASBUC01
GCA_949129495.1	ZPA_3703	Zygosaccharomyces parabailii								13720424	Contig	2023-04-08	CASBTS01
GCA_949129525.1	ZPA_3699	Zygosaccharomyces parabailii								13720806	Contig	2023-04-08	CASBUK01
GCA_949129535.1	ZPA_3704	Zygosaccharomyces parabailii								13720361	Contig	2023-04-08	CASBTU01
GCA_949129545.1	ZPA_3942	Zygosaccharomyces parabailii								13720579	Contig	2023-04-08	CASBUE01
GCA_949129555.1	ZPA_3705	Zygosaccharomyces parabailii								13720228	Contig	2023-04-08	CASBTX01
GCA_949129565.1	ZPA_4240	Zygosaccharomyces parabailii								13720796	Contig	2023-04-08	CASBUD01
GCA_949129575.1	ZPA_3492	Zygosaccharomyces parabailii								13720497	Contig	2023-04-08	CASBUG01
GCA_949129585.1	ZPA_3918	Zygosaccharomyces parabailii								13720309	Contig	2023-04-08	CASBTT01
GCA_949129595.1	ZPA_3914	Zygosaccharomyces parabailii								13720334	Contig	2023-04-08	CASBTD01
GCA_949129605.1	ZPA_4392	Zygosaccharomyces parabailii								13720334	Contig	2023-04-08	CASBUF01
GCA_949129615.1	ZPA_4411	Zygosaccharomyces parabailii								13720301	Contig	2023-04-08	CASBTZ01
GCA_949129625.1	ZPA_3112	Zygosaccharomyces parabailii								13720175	Contig	2023-04-08	CASBTN01
GCA_949129635.1	ZPA_3698	Zygosaccharomyces parabailii								13720850	Contig	2023-04-08	CASBUN01
GCA_949129645.1	ZPA_3696	Zygosaccharomyces parabailii								13720711	Contig	2023-04-08	CASBTR01
GCA_949129665.1	ZPA_4028	Zygosaccharomyces parabailii								13720451	Contig	2023-04-08	CASBUA01
GCA_949129685.1	ZPA_1727	Zygosaccharomyces parabailii								13720298	Contig	2023-04-08	CASBTV01
GCA_949129695.1	ZPA_4391	Zygosaccharomyces parabailii								13720764	Contig	2023-04-08	CASBTW01
GCA_949129705.1	ZPA_7807	Zygosaccharomyces parabailii								13720497	Contig	2023-04-08	CASBUL01
GCA_949129715.1	ZPA_7823	Zygosaccharomyces parabailii								13720483	Contig	2023-04-08	CASBUM01
GCA_949129725.1	ZPA_7777	Zygosaccharomyces parabailii								13720399	Contig	2023-04-08	CASBUP01
GCA_949129735.1	ZPA_0947	Zygosaccharomyces parabailii								13720688	Contig	2023-04-08	CASBUO01
GCA_949129765.1	ZPA_7811	Zygosaccharomyces parabailii								13720718	Contig	2023-04-08	CASBUR01
GCA_949129775.1	ZPA_1474	Zygosaccharomyces parabailii								13720279	Contig	2023-04-08	CASBUQ01
GCA_949129785.1	ZPA_7789	Zygosaccharomyces parabailii								13720438	Contig	2023-04-08	CASBUS01
GCA_949129805.1	ZPA_7828	Zygosaccharomyces parabailii								13720224	Contig	2023-04-08	CASBUT01
GCA_949129835.1	ZPA_7859	Zygosaccharomyces parabailii								13720909	Contig	2023-04-08	CASBVG01
GCA_949129845.1	ZPA_7855	Zygosaccharomyces parabailii								13721069	Contig	2023-04-08	CASBUX01
GCA_949129875.1	ZPA_7854	Zygosaccharomyces parabailii								13720766	Contig	2023-04-08	CASBUZ01
GCA_949129895.1	ZPA_7858	Zygosaccharomyces parabailii								13720701	Contig	2023-04-08	CASBVK01
GCA_949129905.1	ZPA_7853	Zygosaccharomyces parabailii								13720572	Contig	2023-04-08	CASBVA01
GCA_949129915.1	ZPA_7860	Zygosaccharomyces parabailii								13720610	Contig	2023-04-08	CASBVF01
GCA_949129935.1	ZPA_7862	Zygosaccharomyces parabailii								13720346	Contig	2023-04-08	CASBVL01
GCA_949129945.1	ZPA_7856	Zygosaccharomyces parabailii								13720344	Contig	2023-04-08	CASBVB01
GCA_949129965.1	ZPA_7863	Zygosaccharomyces parabailii								13720310	Contig	2023-04-08	CASBVD01
GCA_949129975.1	ZPA_7847	Zygosaccharomyces parabailii								13720149	Contig	2023-04-08	CASBWB01
GCA_949129985.1	ZPA_7835	Zygosaccharomyces parabailii								13720024	Contig	2023-04-08	CASBVW01
GCA_949129995.1	ZPA_7839	Zygosaccharomyces parabailii								13720222	Contig	2023-04-08	CASBVS01
GCA_949130005.1	ZPA_7871	Zygosaccharomyces parabailii								13720385	Contig	2023-04-08	CASBWF01
GCA_949130015.1	ZPA_7833	Zygosaccharomyces parabailii								13720574	Contig	2023-04-08	CASBVQ01
GCA_949130025.1	ZPA_7834	Zygosaccharomyces parabailii								13720302	Contig	2023-04-08	CASBWG01
GCA_949130035.1	ZPA_7830	Zygosaccharomyces parabailii								13720258	Contig	2023-04-08	CASBVU01
GCA_949130065.1	ZPA_7870	Zygosaccharomyces parabailii								13720827	Contig	2023-04-08	CASBVO01
GCA_949130075.1	ZPA_7832	Zygosaccharomyces parabailii								13720423	Contig	2023-04-08	CASBVX01
GCA_949130085.1	ZPA_7831	Zygosaccharomyces parabailii								13720547	Contig	2023-04-08	CASBWC01
GCA_949130095.1	ZPA_7873	Zygosaccharomyces parabailii								13720931	Contig	2023-04-08	CASBVZ01
GCA_949130115.1	ZPA_7872	Zygosaccharomyces parabailii								13720733	Contig	2023-04-08	CASBWE01
GCA_949130125.1	ZPA_7838	Zygosaccharomyces parabailii								13720965	Contig	2023-04-08	CASBWD01
GCA_949130135.1	ZPA_7837	Zygosaccharomyces parabailii								13720673	Contig	2023-04-08	CASBVV01
GCA_949130155.1	ZPA_7829	Zygosaccharomyces parabailii								13719968	Contig	2023-04-08	CASBVR01
GCA_949130165.1	ZPA_7866	Zygosaccharomyces parabailii								13720632	Contig	2023-04-08	CASBVY01
GCA_949130195.1	ZPA_7867	Zygosaccharomyces parabailii								13720144	Contig	2023-04-08	CASBVT01
GCA_949130215.1	ZPA_7845	Zygosaccharomyces parabailii								13720452	Contig	2023-04-08	CASBWH01
GCA_000220195.1	ASM22019v1	Ophiognomonia clavigignenti-juglandacearum								15906360	Contig	2011-07-07	AEGN01
GCA_003033665.1	FusCulm_01	Fusarium culmorum		PV					Annotation submitted by NIOO-KNAW	38110313	Contig	2018-04-04	PVEM01
GCA_022712995.1	E_lata_TAS7	Eutypa lata		TAS7					Annotation submitted by The Australian Wine Research Institute	53462970	Contig	2022-03-28	JAKUDF01
GCA_022661185.1	E_lata_511-17	Eutypa lata		511-17						55720373	Contig	2022-03-21	JAKULW01
GCA_900343105.1	Thte_LPH172	Thermothielavioides terrestris							Annotation submitted by CHALMERS UNIVERSITY OF TECHNOLOGY	36579697	Contig	2019-01-13	OUUZ01
GCA_030347535.1	UMN_CgB_1	Cadophora gregata f. sp. sojae					MN4		Annotation submitted by University of Minnesota	47368073	Contig	2023-06-22	JASTTD01
GCA_031771855.1	CFS_SNCL1i_1.0	Nothophaeocryptopus gaeumannii		Lineage 1i						35594893	Contig	2023-09-20	JASIRZ01
GCA_022661805.1	E_lata_B003	Eutypa lata		B003						53556880	Contig	2022-03-21	JAKUKS01
GCA_029783945.1	ASM2978394v1	Aspergillus neoniger		KCN5						37909140	Contig	2023-04-17	JAPVRF01
GCA_032718785.1	CFS_SNCL1c_1.0	Nothophaeocryptopus gaeumannii		Lineage 1c						35614094	Contig	2023-10-16	JASIRY01
GCA_019055245.1	ASM1905524v1	Fusarium culmorum		S18/1						37306606	Scaffold	2021-06-29	JAHKOU01
GCA_026184555.1	USC_Awentii	Aspergillus wentii		IMI 49129					Annotation submitted by University of Southern California	31517640	Scaffold	2022-11-15	JALRND01
GCA_037044335.1	ASM3704433v1	Aspergillus costaricensis		LH_A159						35493793	Contig	2024-03-06	JAWLTO01
GCA_001700775.1	ASM170077v1	Cladophialophora carrionii		KSF					Annotation submitted by LNCC	29779067	Scaffold	2016-08-09	LGRB01
GCA_020310725.1	ASM2031072v1	Fonsecaea pedrosoi		ATCC 46428					Annotation submitted by LNCC	35054469	Scaffold	2021-10-06	LGJB01
GCA_029962645.1	ASM2996264v1	Aspergillus nomiae		VU104						37492286	Scaffold	2023-05-10	JARLUD01
GCA_019191205.1	ASM1919120v1	Cladosporium sphaerospermum		F4_7S_F1_F						30579078	Scaffold	2021-07-09	JAHARS01
GCA_023624635.1	ASM2362463v1	Penicillium paneum		PT1701						27313045	Scaffold	2022-06-01	JAMACB01
GCA_022814465.1	ASM2281446v1	Aspergillus costaricensis		FKII-L6-BK-DRAB1						35008407	Scaffold	2022-04-04	JAKLNP01
GCA_031021045.1	ASM3102104v1	Pichia membranifaciens		NCYC 55						19404730	Contig	2023-08-30	JARHXW01
GCA_023624615.1	ASM2362461v1	Penicillium paneum		PF1704S						27184362	Scaffold	2022-06-01	JAMACA01
GCA_000317715.1	ophiu10	Ophiostoma novo-ulmi subsp. novo-ulmi H327		H327						31789037	Scaffold	2013-01-22	AMZD01
GCA_023624515.1	ASM2362451v1	Penicillium paneum		PH1708						27163800	Scaffold	2022-06-01	JAMACE01
GCA_023624575.1	ASM2362457v1	Penicillium paneum		S1708						26894645	Scaffold	2022-06-01	JAMABZ01
GCA_023624495.1	ASM2362449v1	Penicillium paneum		Y6003						26554457	Scaffold	2022-06-01	JAMACF01
GCA_022560095.1	ASM2256009v1	Plenodomus tracheiphilus		MUCL 38481						34571039	Scaffold	2022-03-14	JAFISG01
GCA_022661355.1	E_lata_WB066	Eutypa lata		WB066						55185893	Contig	2022-03-21	JAKULO01
GCA_022661455.1	E_lata_OR024	Eutypa lata		OR024						55204705	Contig	2022-03-21	JAKULK01
GCA_022661575.1	E_lata_MA076	Eutypa lata		MA076						55181687	Contig	2022-03-21	JAKULD01
GCA_030247865.1	UCR_TK_1	Coniosporium apollinis		TK_1					Annotation submitted by University of California, Riverside	31118799	Scaffold	2023-06-09	JAPDRL01
GCA_022661275.1	E_lata_ADSC400	Eutypa lata		ADSC400						55006327	Contig	2022-03-21	JAKULS01
GCA_022661755.1	E_lata_C001	Eutypa lata		C001						56513194	Contig	2022-03-21	JAKUKU01
GCA_022661325.1	E_lata_ADSC300	Eutypa lata		ADSC300						54964501	Contig	2022-03-21	JAKULR01
GCA_023624535.1	ASM2362453v1	Penicillium paneum		M1705						27436793	Scaffold	2022-06-01	JAMACD01
GCA_022661775.1	E_lata_B005	Eutypa lata		B005						54827667	Contig	2022-03-21	JAKUKT01
GCA_022661635.1	E_lata_M295	Eutypa lata		M295						55288697	Contig	2022-03-21	JAKULA01
GCA_022661835.1	E_lata_B001	Eutypa lata		B001						54773814	Contig	2022-03-21	JAKUKQ01
GCA_022661565.1	E_lata_MA089	Eutypa lata		MA089						54920337	Contig	2022-03-21	JAKULE01
GCA_022661715.1	E_lata_C003	Eutypa lata		C003						55070476	Contig	2022-03-21	JAKUKW01
